Unique ID,Start Date,End Date,Q1. What is your current age?  (Age),Q2. What is your gender?  (Gender),Q3. Which of the following best describes the area or community in which you live?  (Urban/Rural),Q4.  Please indicate the answer that includes your entire household income in (previous year) before taxes.  (Income),Beer,Flavored/Mixed Beer,Non-Alcoholic Beers,Hard Ciders,Hard Kombucha,Wine,Hard Beverage,Distilled Spirits,Domestic Light Beer,Domestic Regular Beer,Low Calorie Carb Beer,Domestic Craft,Imported Mexican Beer,Other Imported Beer,Non-Alcoholic Beer,Q9. How relevant would you say the shown product is to you based on what you saw and read? (Concept Relevance),Q10. How appealing or unappealing is the shown product  to you? (Concept Appeal),Q11. How different do you think the shown product is from other beers currently available for purchase? (Concept Differentiation),"Q12. Thinking about the shown product, which option describes how believable or unbelievable you feel the description and statements made about it are? (Concept Beleivability)",Q13. How does the price fit with what you’d expect the shown to cost? (Concept_Price),Q14. Which statement below best describes how likely you would be to buy shown product if it were available at your local stores? (Concept_Purchase Intent),"Q15. If the shwon product was available to you, how often would you expect yourself to drink at least one of these products? (Concept_Drinking Frequency)",Q16A. What is the most important thing you LIKE about the shown concept}?     This can include anything you would want kept for sure or aspects that might drive you to buy or try it…       Please type a detailed response in the space below,"Q16B. What is the most important thing you DISLIKE about the shown concept}?    This can include general concerns, annoyances, or any aspects of the product that need fixed for this to be more appealing to you...     Please type a detailed response in the space below.","Q17. We would like to know what effect this new product might have on the other beverages you buy. If it were available, would the shown product…?  (Concept_Replacement Product)",Q18_1 What specific product that you are currently using would the shown product replace?  Please type in ONE specific brand or product per space provided.,Q18_2 What specific product that you are currently using would the shown concept replace?  Please type in ONE specific brand or product per space provided.,Q18_3 What specific product that you are currently using would the shown concept replace?  Please type in ONE specific brand or product per space provided.,Unnamed: 35,time_taken,Predicted_OE_Quality_Flag
1655,17-10-2024 15:38,17-10-2024 15:54,32,1,5,11,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,5,5,5,4,5,5,9,That it's light and not to hard when u drink I like a smooth tastw,I can't say I dislike anything about it,3,Corona light,Coors light,Dos xx,,1163,0
1667,22-10-2024 19:08,22-10-2024 19:30,60,2,5,11,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,5,5,4,5,5,9,,,1,,,,,1163,0
1670,17-10-2024 20:04,17-10-2024 20:11,48,2,5,11,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,5,5,5,4,5,5,9,The color and packaging is nice also.low calories,Nothing,2,Modelo Oro,Dos equis,Seagrams,,1163,1
1671,13-10-2024 17:50,13-10-2024 18:21,64,1,5,11,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,5,5,4,5,5,9,"Organic Light Beer is something new, and different.",Nothing! I would give this product a try.,1,,,,,1163,0
1673,23-10-2024 04:24,23-10-2024 04:36,63,2,5,11,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,5,5,5,4,5,5,9,No artificial flavors or colors,Light beers usually do not have a true beer taste,1,,,,,1163,0
1675,18-10-2024 00:20,18-10-2024 00:50,48,1,5,11,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,5,5,5,4,5,5,9,The taste is the most important thing,nothing,2,Heinikein,busch,coors,,1163,1
1677,13-10-2024 14:10,13-10-2024 14:29,61,1,5,11,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,5,5,4,5,5,9,Nothing,Everything,1,,,,,1163,0
1683,11-10-2024 19:32,11-10-2024 19:43,35,1,5,11,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,5,5,5,4,5,5,9,"One thing I really LIKE about Michelob ULTRA Pure Gold is its commitment to using high-quality, organic ingredients. This sets it apart from many other light lagers on the market and makes me feel better about the ingredients I'm consuming. The fact that it's made with organic grains and without any artificial colors or flavors is really appealing. It's a refreshing option for those who want to enjoy a light beer without compromising on taste or ingredient quality. Additionally, the brand's focus on sustainability and their partnership with farmers to source organic grains is a positive aspect that aligns with my values and makes me more likely to choose this beer over others.","While there are many things to LIKE about Michelob ULTRA Pure Gold, one thing I DISLIKE is that it can be a bit more expensive than other light lagers on the market. The premium ingredients and organic certification are definitely factors in the higher price point, but it can still be challenging to justify the added cost, especially when there are more affordable options available. Additionally, although the taste is generally good for a light beer, some people might find that it lacks the depth and complexity of other craft beers. While this might not be a concern for those seeking a refreshing, easy-drinking lager, it's something to consider for those who prefer more robust flavor profiles.",3,Bud Light,Coors Light,regular Michelob ULTRA,,1163,0
1686,22-10-2024 19:46,22-10-2024 20:09,63,2,5,11,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,5,5,4,5,5,9,It looks like it might be good but I stick to beer that I have drank and I don't drink light beer,Nothing really,2,Budweiser,Bud ice,Old English,,1163,0
1689,22-10-2024 21:14,22-10-2024 21:24,23,2,5,11,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,5,5,4,5,5,9,"The packing and color is beautiful, however I have never tried this alcohol. I would like to one day.",No opinion,1,,,,,1163,0
1698,22-10-2024 00:23,22-10-2024 00:37,53,2,5,11,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,5,5,4,5,5,9,Taste,Nothing,1,,,,,1163,0
1705,22-10-2024 11:44,22-10-2024 11:57,50,2,5,11,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,5,5,5,4,5,5,9,Keep organic light lager and make it bigger. I like the word pure,That organic isn't in a larger font so you can really see it,1,,,,,1163,1
1714,18-10-2024 06:22,18-10-2024 06:48,44,1,5,11,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,5,5,5,4,5,5,9,Smooth taste,Nothing,1,,,,,1163,1
1737,21-10-2024 21:53,21-10-2024 22:32,54,2,5,11,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,5,5,5,4,5,5,9,I'm not really interested in trying Michelob ultra pure gold at all,Michelob is not a brand that I care for I don't really like it,1,,,,,1163,0
1744,12-10-2024 20:09,12-10-2024 20:29,56,1,5,11,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,5,5,5,4,5,5,9,Light beer with full flavor.,The price.,1,,,,,1163,0
1745,18-10-2024 06:04,18-10-2024 06:26,47,1,5,11,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,5,5,5,4,5,5,9,Is made with natural and organic ingredients and it only has 85% calories,There's nothing I dislike,2,Bud light,Corona extra,Modelo,,1163,1
1746,21-10-2024 19:36,21-10-2024 20:05,51,2,5,11,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,5,5,5,4,5,5,9,I liked that it is light on alcohol content and yet still refreshing,I don’t dislike anything,2,Rolling rock,Millet light,Spycam,,1163,1
1751,22-10-2024 20:22,22-10-2024 20:42,55,2,5,11,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,5,5,5,4,5,5,9,85 Calories,Price,2,IPA,New Belgium,Hornitos tequila,,1163,0
1756,22-10-2024 04:09,22-10-2024 04:22,25,1,5,11,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,5,5,5,4,5,5,9,I believe I would like the flavor ultra light has as a beef compared to other beers I had in the past,I don’t have any dislikes about ultra light maybe the design,1,,,,,1163,0
1770,21-10-2024 19:28,21-10-2024 19:49,61,1,5,11,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,5,5,4,5,5,9,It looks like it would be a pilsner tap beer and that's not my favorite type of beer.,I just don't believe that I would like it,2,Bud light,Budweiser,Michelob dark,,1163,0
1775,22-10-2024 16:47,22-10-2024 16:54,36,1,5,11,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,5,5,5,4,5,5,9,Everything about it,Nothing exactly,3,Leo,Kiki,Nike,,1163,0
1784,14-10-2024 21:02,14-10-2024 21:12,38,2,5,11,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,5,5,5,4,5,5,9,alcohol content,nothing,1,,,,,1163,0
1809,22-10-2024 16:00,22-10-2024 16:15,40,1,5,11,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,5,5,5,4,5,5,9,It low on alcohol level,Could have more alcohol in it or lower the price,1,,,,,1163,0
1815,17-10-2024 19:50,17-10-2024 19:56,30,1,5,11,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,5,5,5,4,5,5,9,One thing I like about Michelob uktra lite is the calorie intake being so low.,There’s nothing I dislike,3,Bud lite,Miller lire,Natural ice,,1163,0
1844,21-10-2024 23:07,21-10-2024 23:27,40,1,5,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4,5,5,9,I like the brand that makes it and I like the amount of alcohol by volume in it,I don't dislike anything about it,3,Budweiser,Carona,Heineken,,1163,0
1846,13-10-2024 08:16,13-10-2024 08:22,61,2,5,11,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,5,5,5,4,5,5,9,taste great,nothing to dislike,2,bush,miller,stella ataria,,1163,0
1848,19-10-2024 02:43,19-10-2024 02:54,35,2,5,11,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,5,5,5,4,5,5,9,The branding is cool,nothing to dislike,1,,,,,1163,0
1856,22-10-2024 11:22,22-10-2024 12:05,49,2,5,11,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,5,5,5,4,5,5,9,"I appreciate that Michelob ULTRA pure Gold is USDA certified organic, offering a refreshing taste while prioritizing natural ingredients.",I dislike that Michelob ULTRA Pure Gold has a relatively low flavor profile compared to more robust craft beers.,1,,,,,1163,0
1871,22-10-2024 02:20,22-10-2024 02:33,58,2,5,11,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,5,5,5,4,5,5,9,I am not a fan of light beers but I do like the Michelob brand so I may try it one time.,That it's an ultra light beer. I think they're Way Too Thin.,1,,,,,1163,0
1878,23-10-2024 04:51,23-10-2024 05:24,63,2,5,11,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,5,5,5,4,5,5,9,I don't care for light beers,I don't care for light beers,1,,,,,1163,0
1880,21-10-2024 21:44,21-10-2024 22:07,59,1,5,11,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,5,5,5,4,5,5,9,That it is made by Michelob,nothing,2,Coors Light,Michelob Ultra,Busch Light,,1163,0
1887,21-10-2024 20:33,21-10-2024 20:44,41,1,5,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4,5,5,9,The best thing about,Good to know,3,Nik4,Nil,Bat,,1163,0
1900,13-10-2024 05:30,13-10-2024 05:36,29,2,5,11,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,5,5,5,4,5,5,9,I like the flavor,Nothing,1,,,,,1163,0
1906,21-10-2024 16:43,21-10-2024 16:53,53,2,5,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,5,4,5,5,9,The taste,Nothing,2,Michelob,,,,1163,0
1949,17-10-2024 19:36,17-10-2024 19:46,35,2,5,11,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,5,5,5,4,5,5,9,"I love Michelob Ultra Pure Gold for its refreshing, smooth taste and impressive health-conscious features, including low calories, carbs, and gluten-free ingredients. Its eco-friendly brewing process and commitment to sustainability also align with my values, making it my top choice for a premium light lager. It is the best I have seen","Yeah 
Michelob Ultra Pure Gold doesn't quite meet my expectations in terms of flavor.",3,Sprite,Bud,Baron,,1163,0
1954,17-10-2024 06:15,17-10-2024 07:02,35,2,5,11,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,5,5,5,4,5,5,9,I like taste and design quality of the products and flavors,model and design  of the color of the drink.,1,,,,,1163,0
1979,17-10-2024 20:02,17-10-2024 20:23,46,2,5,11,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,5,5,5,4,5,5,9,The fact that it's completely organic,That it's a light beer,1,,,,,1163,1
1981,21-10-2024 20:22,21-10-2024 20:41,56,2,5,11,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,5,5,5,4,5,5,9,The ingredients and the description of the beer’s quality,Michelob Ultra was okay but not great; how will this new version improve on that?,1,,,,,1163,0
1983,23-10-2024 05:33,23-10-2024 05:46,61,1,5,11,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,5,5,4,5,5,9,Use of organic materials,I typically don't enjoy light lagers or bs about gold,1,,,,,1163,0
1984,17-10-2024 23:40,17-10-2024 23:52,55,1,5,11,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,5,5,4,5,5,9,I like the fact that it has alcohol,Nothing,1,,,,,1163,0
1986,22-10-2024 19:37,22-10-2024 19:58,63,2,5,11,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,5,5,4,5,5,9,It’s organic and 85 calories,It’s fine the way it is,2,Corona,Budweiser,Coors,,1163,0
2009,22-10-2024 05:40,22-10-2024 06:05,37,2,5,11,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,5,5,5,4,5,5,9,I love the amazing taste I love the product I love the design the style the price,I don't have any dislikes,3,Budweiser,Stella Artois,Corona Extra,,1163,0
2018,21-10-2024 19:57,21-10-2024 20:57,40,1,5,11,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,5,5,5,4,5,5,9,It is light beer and i like light beers,There is nothing specific that i dislike,2,budweiser,heineken,corona,,1163,0
2026,17-10-2024 15:43,17-10-2024 15:50,38,2,5,11,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,5,5,5,4,5,5,9,High quality,Nothing,3,Corona,Heinken,Almaza,,1163,0
2037,23-10-2024 04:47,23-10-2024 05:02,59,2,5,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,5,4,5,5,9,It's a pretty bottle,I don't drink it,1,,,,,1163,0
2052,21-10-2024 21:49,21-10-2024 21:57,27,1,5,11,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,5,5,5,4,5,5,9,The price,It's light,1,,,,,1163,0
2066,13-10-2024 01:53,13-10-2024 02:07,26,1,5,11,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,5,5,5,4,5,5,9,The taste,Nothing,3,Budweiser,Lager beer,Heineken,,1163,0
2072,22-10-2024 07:45,22-10-2024 08:16,63,2,5,11,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,5,5,5,4,5,5,9,The Michelob brand,The price,1,,,,,1163,0
2076,16-10-2024 07:09,16-10-2024 07:16,34,1,5,11,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,5,5,5,4,5,5,9,I like another light beer option,A little pricey,2,bud light,miller light,corona light,,1163,0
2085,18-10-2024 09:40,18-10-2024 10:16,39,1,5,11,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,5,5,4,5,5,9,The taste because taste is everything,Nothing,2,Miller Light,Bud light,Corona,,1163,0
2093,16-10-2024 16:13,16-10-2024 16:27,45,1,5,11,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,5,5,4,5,5,9,It being a little better for me,The color with the label makes it kind of look like a bottle of pee,1,,,,,1163,1
2094,22-10-2024 16:22,22-10-2024 16:29,43,1,5,11,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,5,5,5,4,5,5,9,the whole thing is damn good,none of it,2,good taste,smooth,easy to eat,,1163,1
2098,11-10-2024 11:05,11-10-2024 12:00,30,1,5,11,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,5,5,5,4,5,5,9,"The taste is top notch,the packaging is epic, I love the branding","Nothing much, just there availability",2,Heineken,budweizer,Miller lite,,1163,0
2099,17-10-2024 15:30,17-10-2024 15:36,39,1,5,11,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,5,5,5,4,5,5,9,Has the best ingredients and flavors,Has the best ingredients and flavors,2,modern,best,better,,1163,0
2113,14-10-2024 00:39,14-10-2024 00:46,53,1,5,11,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,5,5,5,4,5,5,9,That’s it’s from michelob,Nothing to dislike,2,Budweiser,Miller,Bud light,,1163,0
2125,16-10-2024 18:35,16-10-2024 18:53,37,2,5,11,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,5,5,5,4,5,5,9,I liked the price it's great,Nothing I disliked,1,,,,,1163,0
2130,12-10-2024 16:14,12-10-2024 16:29,23,2,5,11,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,5,5,5,4,5,5,9,organic,nothing,2,modelo,corona,ultra,,1163,0
2136,21-10-2024 17:44,21-10-2024 17:55,60,2,5,11,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,5,5,5,4,5,5,9,I'm not a fan of Ultra,Tastes watered down,1,,,,,1163,0
2145,22-10-2024 20:46,22-10-2024 21:29,65,2,5,11,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,5,5,5,4,5,5,9,Low in calories and brewed with fine ingredients,Not a fan of the label,1,,,,,1163,0
2158,18-10-2024 07:34,18-10-2024 07:45,58,1,5,11,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,5,5,5,4,5,5,9,American,Cost,1,,,,,1163,0
2170,23-10-2024 00:38,23-10-2024 00:47,40,1,5,11,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,5,5,5,4,5,5,9,Thank you for the opportunity to interview with you and I look forward to your interview with you and I,Thank you for the opportunity to interview with you and I look forward to,3,Sadimaa,Aiakana,Aiajanjaai,,1163,0
2172,22-10-2024 14:15,22-10-2024 14:27,36,1,5,11,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,5,5,5,4,5,5,9,I don't like anything about this beverage,I don't like the amount of alcohol it contains,1,,,,,1163,0
2176,22-10-2024 05:34,22-10-2024 05:44,39,1,5,11,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,5,5,5,4,5,5,9,Smooth taste,Nothing,2,Corona,Heineken,Budweiser,,1163,0
2177,22-10-2024 03:07,22-10-2024 04:03,41,2,5,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4,5,5,9,I like that it does not have any artificial ingredients,I do not dislike anything about it,2,Corona Extra,Budweiser,Heineken,,1163,0
2184,17-10-2024 19:31,17-10-2024 19:47,53,2,5,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,5,5,4,5,5,9,The taste,Nothing,2,Bud light,Bush,Budweiser,,1163,0
2185,18-10-2024 00:24,18-10-2024 00:34,39,1,5,11,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,5,5,5,4,5,5,9,That it's organic,The design,2,Milwaukee best,Icehouse,Modelo,,1163,0
2193,13-10-2024 15:28,13-10-2024 15:31,28,2,5,11,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,5,5,5,4,5,5,9,Everything is great,Nothing at all,2,Love it,Bud light,Corona,,1163,0
2196,15-10-2024 01:05,15-10-2024 01:15,62,2,5,11,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,5,5,4,5,5,9,Everything,Nothing,1,,,,,1163,0
2205,11-10-2024 10:00,11-10-2024 10:12,28,1,5,11,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,5,5,5,4,5,5,9,I like the color,I don't think will taste good,1,,,,,1163,0
2207,22-10-2024 06:56,22-10-2024 07:26,54,2,5,11,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,5,5,4,5,5,9,The color gold,I haven't  tried it so nothing .,1,,,,,1163,0
2209,18-10-2024 05:34,18-10-2024 05:54,48,2,5,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,5,4,5,5,9,There's nothing I like about the product,I don't like this brand of beer,1,,,,,1163,1
2223,14-10-2024 21:20,14-10-2024 21:33,33,2,5,11,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5,5,5,4,5,5,9,I’ve never tasted it,I’ve never tried it,1,,,,,1163,0
2234,23-10-2024 04:33,23-10-2024 05:09,63,1,5,11,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,5,5,5,4,5,5,9,Don’t feel that the USDA organic will sell the beer,I wouldn’t try it because of the brand of the Michelob beer,1,,,,,1163,0
2278,12-10-2024 20:54,12-10-2024 21:12,35,1,5,11,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,5,5,5,4,5,5,9,has got no Hungover,nothing,3,Bud lights,natural lite,modelo,,1163,0
2285,12-10-2024 17:36,12-10-2024 17:45,30,2,5,11,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,5,5,5,4,5,5,9,It’s beer for everyone no matter your race.,There is nothing I dislike about the product,1,,,,,1163,0
2287,17-10-2024 06:12,17-10-2024 06:23,39,1,5,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4,5,5,9,I like the color of the product.,I don't dislike anything about it.,3,Heineken,Budweiser,Guinness,,1163,0
2295,13-10-2024 13:25,13-10-2024 13:41,46,1,5,11,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,5,5,5,4,5,5,9,I like the fact that it's a extra logger that means a little stronger than the other of Michelob ultra.,I do not know too much about the brand of Michelob Argo I would like to learn more.,1,,,,,1163,0
2300,13-10-2024 17:52,13-10-2024 18:03,45,2,5,11,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,5,5,5,4,5,5,9,The labeling is good could be better,Too much like Corona,1,,,,,1163,1
2315,13-10-2024 20:44,13-10-2024 20:55,30,1,5,11,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,5,5,5,4,5,5,9,the ingredient and taste,nothing to dislike,2,corana,dos eqstos,budlight,,1163,0
2328,17-10-2024 01:02,17-10-2024 01:11,26,2,5,11,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,5,5,5,4,5,5,9,"It is unique, high quality and innovative",No comment,2,Bud light,Budweiser,Vodka,,1163,0
2332,17-10-2024 01:59,17-10-2024 02:16,38,2,5,11,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,5,5,5,4,5,5,9,I like how appealing the pacakaging looks and the ingredients used in the making,I do not dislike anything at all,1,,,,,1163,0
2359,16-10-2024 21:51,16-10-2024 22:34,50,2,5,11,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,5,5,5,4,5,5,9,Organic and no artificial colors,N/a,1,,,,,1163,0
2388,21-10-2024 12:29,21-10-2024 13:06,36,1,5,11,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,5,5,5,4,5,5,9,it looks like it tastes good,nothing,1,,,,,1163,0
2390,21-10-2024 09:07,21-10-2024 09:15,43,1,5,11,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,5,5,5,4,5,5,9,its organic,nothing,2,budweiser,miller,corona,,1163,1
2391,16-10-2024 18:48,16-10-2024 19:16,41,1,5,11,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,5,5,5,4,5,5,9,the flavors,,3,Bud,bosch,corona,,1163,0
2392,21-10-2024 14:11,21-10-2024 14:20,41,2,5,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4,5,5,9,It is so tasty,I don't dislike any thing,3,Corona,Millers,Chivas,,1163,0
2396,16-10-2024 20:17,16-10-2024 20:22,32,1,5,11,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,5,5,5,4,5,5,9,Like,Dislike,2,,No,N9,,1163,0
2401,21-10-2024 20:37,21-10-2024 20:51,41,1,5,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,5,5,4,5,5,9,I don't like anything really about jt,It's not my kind of beer.,1,,,,,1163,0
2408,22-10-2024 10:53,22-10-2024 10:59,39,2,5,11,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,5,5,5,4,5,5,9,the low calories and the look of it,nothing,2,bud light,corona,heiniken,,1163,0
2410,21-10-2024 20:57,21-10-2024 21:11,62,2,5,11,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,5,5,5,4,5,5,9,Nothing. I only drink Craft beer,Everything,2,,,,,1163,0
2418,17-10-2024 07:49,17-10-2024 07:59,23,1,5,11,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,5,5,5,4,5,5,9,it'll get me drunk,expensive,2,corona,heineken,mike's,,1163,0
2422,21-10-2024 14:36,21-10-2024 14:47,50,2,5,11,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,5,5,4,5,5,9,it looks good,nothing,2,i'm not sure,don't,know,,1163,1
2452,17-10-2024 06:15,17-10-2024 06:23,51,2,5,11,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,5,5,5,4,5,5,9,The ingredients and the taste,nothing at all,2,Corona,Corona light,Corona gold,,1163,1
2454,16-10-2024 02:17,16-10-2024 02:59,59,2,5,11,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,5,5,4,5,5,9,I like the taste of Michellob Ultra very much.,I dislike the price of Michelob Ultra Pure Gold.,1,,,,,1163,0
2470,19-10-2024 07:28,19-10-2024 07:36,61,1,5,11,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,5,5,5,4,5,5,9,Brand and taste,Nothing,1,,,,,1163,0
2490,21-10-2024 14:22,21-10-2024 15:19,28,2,5,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4,5,5,9,It’s lighter,Nothing,3,Bud,Mikes hard,Wine,,1163,0
2493,23-10-2024 12:15,23-10-2024 12:22,60,1,5,11,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,5,5,5,4,5,5,9,nothing,it is super light,1,,,,,1163,0
2501,23-10-2024 12:39,23-10-2024 12:47,53,1,5,11,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,5,5,5,4,5,5,9,That is has less calories than a regular beer,The flavor profile,1,,,,,1163,0
2518,23-10-2024 13:10,23-10-2024 13:28,60,2,5,11,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,5,5,4,5,5,9,The design of the bottle,It has a low alcohol content,2,Bud ice,Budwiser,Bud light,1,1163,0
2532,23-10-2024 13:47,23-10-2024 13:54,64,1,5,11,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,5,5,5,4,5,5,9,nothing,too expensive,2,none,none,none,,1163,0
2539,23-10-2024 13:55,23-10-2024 14:12,61,2,5,11,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,5,5,5,4,5,5,9,Low calories,Less taste,2,Miller Lite,Michelob Ultra,Corona Light,,1163,0
2544,23-10-2024 14:09,23-10-2024 14:21,57,1,5,11,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,5,5,5,4,5,5,9,I would never buy it,Everything,1,,,,,1163,0
2548,23-10-2024 14:23,23-10-2024 14:27,31,1,5,11,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,5,5,5,4,5,5,9,It looks greaT,Nothing it’s perfect,3,Heineken,Miller lite,Bud light,,1163,0
2552,23-10-2024 14:22,23-10-2024 14:33,52,1,5,11,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,5,5,4,5,5,9,This beer is very smooth and light and good tasting,There is nothing I dislike about it,1,,,,,1163,0
2553,23-10-2024 14:06,23-10-2024 14:35,35,1,5,11,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,5,5,5,4,5,5,9,The taste,Nothing,1,,,,,1163,0
2568,23-10-2024 14:29,23-10-2024 14:42,59,1,5,11,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,5,5,5,4,5,5,9,smooth taste and good with food,not enough ad amoung the top beers,2,budwiser,hinekin,miler,,1163,0
2575,23-10-2024 14:42,23-10-2024 14:47,38,1,5,11,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,5,5,5,4,5,5,9,Great taste,Price probably,1,,,,,1163,0
2585,23-10-2024 14:44,23-10-2024 14:53,59,2,5,11,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,5,5,5,4,5,5,9,Darker beer,,2,Michelob ultra,,,,1163,0
2586,23-10-2024 14:46,23-10-2024 14:53,36,1,5,11,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,5,5,5,4,5,5,9,it has a third less alcohol,the calories that it has,1,,,,,1163,0
